13881175	_hypernym	13879126
11104458	_instance_hypernym	10298912
06414948	_hypernym	06414372
07812913	_hypernym	07809368
11834654	_hypernym	13112664
10930099	_instance_hypernym	10088390
04175859	_hypernym	04306080
01011542	_hypernym	01011031
12693865	_hypernym	13121544
12712626	_hypernym	12205694
01110247	_hypernym	01109259
04634833	_hypernym	04632157
03481521	_hypernym	03997484
01529491	_hypernym	01528821
05121908	_hypernym	05121418
02089174	_hypernym	02367363
01603600	_hypernym	01525720
05273408	_hypernym	05271814
05213201	_hypernym	04723816
08129268	_has_part	08349681
01823610	_hypernym	01507175
07986771	_hypernym	07986198
04709585	_hypernym	04709253
05452516	_hypernym	05451981
09895701	_hypernym	09984298
14014621	_hypernym	14034177
14112466	_hypernym	14103288
06755156	_hypernym	06648724
14869327	_hypernym	14818238
12253229	_hypernym	12252866
08687525	_instance_hypernym	08685677
04235291	_has_part	04120093
01279186	_hypernym	01989053
12230347	_hypernym	13112664
11759853	_hypernym	11759224
12133870	_member_meronym	12134025
10323999	_hypernym	00007846
11082135	_instance_hypernym	10020890
12479537	_hypernym	12476510
14790796	_hypernym	14621446
08466175	_hypernym	08466643
04740655	_hypernym	04737934
01408880	_member_meronym	01409065
02017663	_hypernym	02016523
10276238	_hypernym	09903153
04885091	_hypernym	04884450
00598678	_hypernym	00586262
02634133	_hypernym	00339934
11768242	_member_meronym	11768816
02971691	_has_part	02916350
11722769	_member_meronym	11722982
15092751	_hypernym	15089472
07963613	_hypernym	07961480
08860123	_member_of_domain_region	14476205
11148486	_instance_hypernym	10467395
07264925	_hypernym	06791372
06614729	_hypernym	03925226
04466613	_hypernym	04463510
04484432	_hypernym	04494204
10871926	_instance_hypernym	09765278
01833283	_hypernym	01504437
10531445	_hypernym	10201535
01370260	_hypernym	01367772
08409969	_hypernym	08284481
01633250	_hypernym	01626600
02639475	_hypernym	02639075
10260706	_hypernym	00007846
13432249	_synset_domain_topic_of	06037666
13808708	_hypernym	13807636
00633717	_hypernym	00621627
02723595	_hypernym	03740161
01008719	_hypernym	01494310
11440802	_hypernym	11511523
14508974	_hypernym	14501726
15124713	_instance_hypernym	15248269
09906449	_hypernym	00007846
10931059	_instance_hypernym	09765278
14791292	_hypernym	15094294
08024096	_instance_hypernym	08392137
14735642	_hypernym	14999106
06968707	_hypernym	06941644
06670521	_hypernym	06669864
01411978	_hypernym	01411085
01602665	_hypernym	01494310
07641138	_hypernym	07640203
13789462	_hypernym	13783816
10875468	_instance_hypernym	10467395
07025419	_hypernym	07024929
08167249	_hypernym	08168978
12469157	_hypernym	12468243
12960378	_hypernym	11545714
00689550	_hypernym	00671351
12390681	_hypernym	12387633
10530959	_hypernym	00007846
00344643	_hypernym	00339934
10585976	_hypernym	00007846
04600912	_hypernym	03051540
05680193	_hypernym	05678932
11390855	_instance_hypernym	10467395
11772154	_member_meronym	11772408
00770151	_hypernym	00766234
01008719	_synset_domain_topic_of	08441203
06580646	_hypernym	06568978
00968962	_hypernym	00968211
00630634	_hypernym	00624738
09989045	_hypernym	10129825
10128909	_hypernym	09606527
02490004	_hypernym	02488834
01143409	_hypernym	01143040
10109443	_hypernym	10341660
06972311	_hypernym	06972090
04962240	_hypernym	04961691
02446645	_hypernym	02445715
08172877	_hypernym	07951464
12983961	_hypernym	13024012
00045145	_hypernym	00047945
12960211	_member_meronym	12960378
11612349	_hypernym	11608250
04576211	_has_part	02764779
11704791	_has_part	11705052
00136152	_hypernym	00134780
06350918	_hypernym	06350274
06883725	_hypernym	04416901
02674912	_hypernym	02707683
10396462	_hypernym	00007846
10878672	_instance_hypernym	10625860
11014450	_instance_hypernym	10453533
01107705	_hypernym	01105639
01830798	_hypernym	01762528
11357332	_instance_hypernym	10453533
01921591	_hypernym	01921204
01654863	_hypernym	01639765
10576223	_hypernym	00007846
05370125	_hypernym	05418717
07605474	_hypernym	07597365
10942144	_instance_hypernym	10020890
14501545	_hypernym	14500908
12217211	_member_meronym	12217586
06915601	_hypernym	06906439
01786419	_hypernym	01785971
10247880	_hypernym	00007846
14462193	_hypernym	14460565
08024096	_synset_domain_topic_of	00759694
07619881	_hypernym	07566340
11217479	_instance_hypernym	10794014
05514272	_hypernym	05514081
02766792	_hypernym	03452741
00881329	_hypernym	00880978
04029734	_hypernym	04421872
04003241	_hypernym	04330340
10274639	_hypernym	09931267
07182744	_hypernym	07183151
00768353	_hypernym	00766234
01409065	_hypernym	01387617
14476205	_hypernym	14475405
13096317	_hypernym	13095685
14636523	_hypernym	14622893
00080169	_hypernym	00078760
07526505	_hypernym	07526338
15124545	_has_part	15124713
02916350	_hypernym	04008634
12200315	_member_meronym	12200504
08230219	_hypernym	08227214
05159495	_hypernym	05159225
03070193	_hypernym	02670382
10362003	_hypernym	00007846
03639497	_hypernym	04402057
00486557	_hypernym	00486018
05415395	_hypernym	05404728
14123259	_hypernym	14123044
13194036	_hypernym	13193642
14862753	_hypernym	14739360
00539510	_hypernym	00539121
11416988	_hypernym	11410625
05406782	_hypernym	05397468
05260240	_hypernym	05256862
01397088	_hypernym	01400044
13316332	_hypernym	13313899
03977966	_hypernym	04520170
02364520	_hypernym	02329401
01105296	_hypernym	01105639
00858631	_hypernym	00858377
10771636	_hypernym	00007846
04036776	_hypernym	13893786
03668642	_hypernym	03931044
03053272	_hypernym	03713736
14550987	_hypernym	14550797
02883205	_hypernym	03815615
02924554	_hypernym	06605396
03867201	_hypernym	03936895
10609686	_hypernym	00007846
08145871	_hypernym	07951464
01943899	_hypernym	01942177
03583621	_hypernym	03733925
04408871	_hypernym	03091374
01402381	_hypernym	08221348
01633047	_member_meronym	01633250
14959058	_hypernym	14866889
04787763	_hypernym	04787530
04100620	_hypernym	04042358
03024518	_hypernym	03065708
05571341	_hypernym	13911151
03285730	_hypernym	04100620
06514880	_hypernym	06514093
04120093	_hypernym	03183080
02155448	_hypernym	05225602
02761696	_hypernym	03316406
06920010	_hypernym	06907728
01831519	_member_meronym	01833283
11472699	_hypernym	11428023
10122441	_hypernym	09972661
01348075	_hypernym	01347583
07986771	_synset_domain_topic_of	05778131
06248693	_hypernym	05996646
13448778	_hypernym	13518963
14514805	_hypernym	14514039
00098385	_hypernym	00097504
14319454	_hypernym	14299637
12134025	_hypernym	12141495
03598151	_hypernym	03381776
13444131	_hypernym	13446390
03894051	_hypernym	03003730
00653719	_hypernym	00634586
02104882	_hypernym	02104523
04062179	_hypernym	03579982
00330003	_hypernym	00328802
10141590	_hypernym	10373998
02431337	_hypernym	02431122
02708224	_hypernym	03082979
00061079	_hypernym	00060833
08230679	_hypernym	08227214
01677387	_hypernym	01675963
14888310	_hypernym	14731135
07714078	_hypernym	07713895
11067885	_instance_hypernym	10515194
01331237	_hypernym	01329239
05958427	_hypernym	05943300
06954183	_hypernym	06953731
14245405	_hypernym	14246359
13795489	_hypernym	13791389
03220692	_hypernym	04295881
00916274	_hypernym	00941990
11643506	_hypernym	15098161
09796809	_hypernym	00007846
01388653	_hypernym	01387786
03355468	_hypernym	03343354
11768816	_hypernym	13112664
06845599	_member_of_domain_usage	03048094
01176540	_hypernym	01170962
07431683	_hypernym	07430211
11124472	_instance_hypernym	10664340
03992703	_hypernym	02997607
05421997	_hypernym	05418717
05699770	_hypernym	05698247
00119297	_hypernym	00118733
10338231	_hypernym	09682291
13807403	_hypernym	13805734
02705680	_hypernym	02620587
00628539	_hypernym	00624738
01372709	_hypernym	01355326
14560253	_hypernym	14548343
07075172	_member_of_domain_usage	00144722
14892138	_hypernym	14706749
08675145	_hypernym	08595720
11608885	_hypernym	15098161
05413241	_hypernym	05407119
10048218	_hypernym	09605289
02803129	_hypernym	04073669
14806176	_hypernym	14805899
08336188	_hypernym	08329453
03325941	_hypernym	03497657
00268011	_hypernym	00205046
03478907	_hypernym	04105893
04362821	_hypernym	04231693
10835022	_instance_hypernym	10030277
00509039	_synset_domain_topic_of	03082979
00103419	_hypernym	00103140
04419073	_hypernym	04365484
01822773	_member_meronym	01823610
05481870	_hypernym	05486510
08349681	_hypernym	08337324
03692379	_hypernym	03051540
14800277	_hypernym	14682133
03331244	_hypernym	03309808
04994824	_hypernym	04992163
01013971	_hypernym	01012712
10741152	_hypernym	09631463
11772408	_hypernym	12205694
04737568	_hypernym	04735929
13714184	_hypernym	13608598
03142912	_hypernym	03081021
01316949	_hypernym	00015388
00810226	_hypernym	00809654
00361641	_hypernym	00126264
11411501	_hypernym	11410625
00155727	_hypernym	00433232
15084999	_hypernym	14621446
02002410	_hypernym	02002720
00521085	_hypernym	00521209
05483388	_hypernym	05296775
10902591	_instance_hypernym	10467395
01799629	_hypernym	01803003
12646397	_hypernym	12638556
11375087	_instance_hypernym	10650162
10196845	_hypernym	10008716
01165112	_hypernym	01163779
01527194	_hypernym	01525720
